Symbol,Company,Sector,Sub Industry,Market Cap,Revenue,Net Income,EBITDA,Book Equity,EBITDA Margin,Net Margin,ROE,P/E,P/B,Earnings Yield,Dividend Yield,Payout Ratio,Sustainable Growth,Priced In Growth,Growth Gap,In Screen,Funding Verdict
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,74213916672.0,107705002659.0,4379420646.0,8593000448.0,17843412608.0,0.079783,0.040661,0.245436,16.9461,4.1592,0.059011,0.0283,0.479573,0.127732,0.063445,0.064286,True,Funds more growth than the price implies
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,58542469120.0,19321999092.0,2874866319.0,4951000064.0,13226411275.0,0.256236,0.148787,0.217358,20.3635,4.4262,0.049107,0.015,0.305453,0.150965,0.067902,0.083064,True,Funds more growth than the price implies
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,28108224512.0,6374399961.0,959562384.0,1592400000.0,10918614326.0,0.249812,0.150534,0.087883,29.2928,2.5743,0.034138,0.0,0.0,0.087883,0.074638,0.013245,True,Broadly consistent
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,53409128448.0,4464031153.0,1138160691.0,1504893952.0,3139791516.0,0.337115,0.254963,0.362496,46.9258,17.0104,0.02131,0.0016,0.075081,0.335279,0.08041,0.254869,True,Funds more growth than the price implies
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,1410028011520.0,103619002666.0,4226016000.0,10755000320.0,86870296754.0,0.103794,0.040784,0.048647,333.6542,16.2314,0.002997,0.0,0.0,0.048647,0.088651,-0.040004,False,Outside screen
TXN,Texas Instruments,Information Technology,Semiconductors,232695513088.0,19452999292.0,6045699751.0,9520000000.0,18011984516.0,0.489385,0.310785,0.335649,38.4894,12.9189,0.025981,0.0224,0.862163,0.046265,0.078308,-0.032044,True,Priced above what the balance sheet can fund
TXT,Textron,Industrials,Aerospace & Defense,13628242944.0,15299000940.0,908090898.0,1680000000.0,8056382645.0,0.109811,0.059356,0.112717,15.0076,1.6916,0.066633,0.001,0.015008,0.111025,0.060015,0.05101,True,Funds more growth than the price implies
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,225006010368.0,46336003321.0,6951248882.0,11738999808.0,52679009700.0,0.253345,0.150018,0.131955,32.3692,4.2713,0.030894,0.0031,0.100344,0.118714,0.076098,0.042616,True,Funds more growth than the price implies
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,144437592064.0,62363003142.0,5851861928.0,8903000064.0,10355155498.0,0.142761,0.093835,0.565116,24.6823,13.9484,0.040515,0.0144,0.355426,0.364259,0.071768,0.292491,False,Outside screen
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,18163460096.0,15750723343.0,1005607515.0,1931484032.0,2618226758.0,0.122628,0.063845,0.38408,18.0622,6.9373,0.055364,0.0277,0.500322,0.191916,0.065086,0.12683,True,Funds more growth than the price implies
TT,Trane Technologies,Industrials,Building Products,96594575360.0,22209901045.0,2946110346.0,4308400128.0,8612147230.0,0.193986,0.132649,0.342088,32.7871,11.2161,0.0305,0.0095,0.311478,0.235535,0.076275,0.15926,True,Funds more growth than the price implies
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,76375998464.0,48979004531.0,7756904754.0,11480000512.0,33117122061.0,0.234386,0.158372,0.234226,9.8462,2.3062,0.101562,0.0137,0.134893,0.202631,0.044297,0.158334,True,Funds more growth than the price implies
TYL,Tyler Technologies,Information Technology,Application Software,15352187904.0,2429657036.0,310008703.0,458521984.0,3038822522.0,0.188719,0.127594,0.102016,49.5218,5.052,0.020193,0.0,0.0,0.102016,0.080913,0.021103,True,Funds more growth than the price implies
UBER,Uber,Industrials,Passenger Ground Transportation,156153708544.0,55226996502.0,9314073394.0,7473999872.0,27349881100.0,0.135332,0.168651,0.340553,16.7654,5.7095,0.059647,0.0,0.0,0.340553,0.063159,0.277394,True,Funds more growth than the price implies
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,23591006208.0,12955516754.0,1173692537.0,1934352000.0,2714030387.0,0.149307,0.090594,0.432454,20.0998,8.6922,0.049752,0.0,0.0,0.432454,0.067612,0.364842,False,Outside screen
UNP,Union Pacific Corporation,Industrials,Rail Transportation,172121505792.0,25410000364.0,7336832901.0,12883999744.0,19431021695.0,0.507044,0.288738,0.377583,23.4599,8.8581,0.042626,0.0195,0.457468,0.204851,0.070818,0.134033,True,Funds more growth than the price implies
UAL,United Airlines Holdings,Industrials,Passenger Airlines,35167129600.0,62901998129.0,3589741148.0,7090999808.0,16696191443.0,0.112731,0.057069,0.215004,9.7966,2.1063,0.102077,0.0,0.0,0.215004,0.044066,0.170938,True,Funds more growth than the price implies
URI,United Rentals,Industrials,Trading Companies & Distributors,60986433536.0,16832000638.0,2588665031.0,4690999808.0,9209896519.0,0.278695,0.153794,0.281074,23.559,6.6218,0.042447,0.008,0.188472,0.2281,0.070899,0.157201,True,Funds more growth than the price implies
UNH,UnitedHealth Group,Health Care,Managed Health Care,358732759040.0,450525987261.0,14101215144.0,26680999936.0,97641260022.0,0.059222,0.031299,0.144419,25.4398,3.674,0.039308,0.0234,0.595292,0.058447,0.072311,-0.013864,True,Broadly consistent
UHS,Universal Health Services,Health Care,Health Care Facilities,9871277056.0,18114486722.0,1443944641.0,2699612928.0,7513816407.0,0.149031,0.079712,0.192172,6.8363,1.3138,0.146277,0.0047,0.032131,0.185997,0.024175,0.161822,True,Funds more growth than the price implies
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,105407365120.0,132429997445.0,6898742026.0,13379000320.0,25000742408.0,0.101027,0.052093,0.275941,15.2792,4.2162,0.065448,0.0133,0.203214,0.219866,0.060548,0.159318,True,Funds more growth than the price implies
VLTO,Veralto,Industrials,Environmental & Facilities Services,23699150848.0,5696000038.0,967859571.0,1390000000.0,3091787279.0,0.244031,0.169919,0.313042,24.4861,7.6652,0.040839,0.0054,0.132225,0.27165,0.071622,0.200028,True,Funds more growth than the price implies
VZ,Verizon,Communication Services,Integrated Telecommunication Services,208652812288.0,138895004639.0,15912789149.0,51081998336.0,103919234993.0,0.367774,0.114567,0.153126,13.1123,2.0078,0.076264,0.0563,0.738221,0.040085,0.055681,-0.015596,True,Broadly consistent
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,141114376192.0,12587200629.0,4359528101.0,5100499968.0,20256851988.0,0.405213,0.346346,0.215213,32.3692,6.9663,0.030894,0.0,0.0,0.215213,0.076098,0.139115,True,Funds more growth than the price implies
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,28198594560.0,4097604360.0,2840779928.0,3639224064.0,29170845721.0,0.888135,0.693278,0.097384,9.9264,0.9667,0.100742,0.0705,0.699808,0.029234,0.044666,-0.015432,True,Broadly consistent
V,Visa Inc.,Financials,Transaction & Payment Processing Services,706490662912.0,44488000135.0,22255202701.0,31093999616.0,35231181085.0,0.69893,0.500252,0.63169,31.745,20.053,0.031501,0.0072,0.228564,0.487309,0.075825,0.411484,False,Outside screen
VST,Vistra Corp.,Utilities,Electric Utilities,48150228992.0,19212000118.0,1986960516.0,6646000128.0,3002928137.0,0.34593,0.103423,0.661674,24.2331,16.0344,0.041266,0.0067,0.162362,0.554244,0.07143,0.482813,False,Outside screen
VMC,Vulcan Materials Company,Materials,Construction Materials,34199715840.0,8115800006.0,1100123470.0,2340300032.0,8476393492.0,0.288363,0.135553,0.129787,31.0872,4.0347,0.032168,0.008,0.248697,0.097509,0.075525,0.021985,True,Funds more growth than the price implies
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,60517646336.0,18845000178.0,1815741344.0,3216000000.0,4131035532.0,0.170655,0.096351,0.439537,33.3294,14.6495,0.030004,0.0076,0.253304,0.3282,0.076498,0.251702,False,Outside screen
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,47262945280.0,11980000091.0,1256696733.0,2651000064.0,11201492137.0,0.221285,0.1049,0.11219,37.6089,4.2193,0.026589,0.0044,0.165479,0.093625,0.078035,0.01559,True,Broadly consistent
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,844272566272.0,735839994157.0,21964297134.0,44073000960.0,94287314864.0,0.059895,0.029849,0.232951,38.4384,8.9543,0.026016,0.0093,0.357477,0.149676,0.078293,0.071383,True,Funds more growth than the price implies
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,186447659008.0,98860997258.0,8512566762.0,20963000320.0,109820748146.0,0.212045,0.086106,0.077513,21.9026,1.6977,0.045657,0.0141,0.308827,0.053575,0.069455,-0.015879,True,Broadly consistent
WM,Waste Management,Industrials,Environmental & Facilities Services,87553613824.0,25667000443.0,2817992045.0,7774000128.0,9918932509.0,0.302879,0.10979,0.284102,31.0695,8.8269,0.032186,0.0172,0.534395,0.132279,0.075516,0.056763,True,Funds more growth than the price implies
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,40472211456.0,4644285896.0,386852288.0,1452048000.0,15188958961.0,0.312653,0.083296,0.025469,104.6193,2.6646,0.009558,0.0,0.0,0.025469,0.085699,-0.060229,False,Outside screen
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,24112846848.0,3326799795.0,550338448.0,912200000.0,2989140184.0,0.274197,0.165426,0.184113,43.8146,8.0668,0.022823,0.0026,0.113918,0.163139,0.079729,0.083409,True,Funds more growth than the price implies
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,91933270016.0,12323000729.0,3070150449.0,7032999936.0,13156388188.0,0.570721,0.24914,0.233358,29.9442,6.9877,0.033395,0.0279,0.835444,0.038401,0.074972,-0.036572,True,Priced above what the balance sheet can fund
WTW,Willis Towers Watson,Financials,Insurance Brokers,31365640192.0,10101999673.0,1514741336.0,2816000000.0,7677073274.0,0.278757,0.149945,0.197307,20.7069,4.0856,0.048293,0.0115,0.23813,0.150322,0.068268,0.082054,True,Funds more growth than the price implies
XEL,Xcel Energy,Utilities,Multi-Utilities,47166136320.0,14616000548.0,2279915211.0,6122999808.0,24065909727.0,0.418924,0.155988,0.094736,20.6877,1.9599,0.048338,0.0312,0.645455,0.033588,0.068248,-0.03466,True,Priced above what the balance sheet can fund
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,24922382336.0,9125999676.0,978309743.0,1978000000.0,11004233901.0,0.216743,0.1072,0.088903,25.4749,2.2648,0.039254,0.0161,0.410147,0.05244,0.072336,-0.019896,True,Broadly consistent
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,16611245056.0,5846999970.0,526567621.0,1184000000.0,3429313340.0,0.202497,0.090058,0.153549,31.5463,4.8439,0.031699,0.0,0.0,0.153549,0.075735,0.077814,True,Funds more growth than the price implies
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,18978400256.0,8508800404.0,785839287.0,2555000064.0,12632939282.0,0.300277,0.092356,0.062206,24.1505,1.5023,0.041407,0.0097,0.23426,0.047633,0.071367,-0.023734,True,Priced above what the balance sheet can fund
